Facility Name,Physical Address,City,Latitude,Longitude,Geocode_Status
Untd Methodist Mutare-Anoldine Clinic,Anoldine United Methodist Centre90 Old Mutare Hospital,Mutare,-18.974656,32.670473,Exact / Approximate
Untd Methodist Mutare-Chinyadza Clinic,Chinyadza VillageMakoni District,Mutare,-18.974656,32.670473,Exact / Approximate
Uplands Medical Centre,"984 Forbes Road, Uplands",Harare,-17.8567035,31.0601584,Exact / Approximate
Upper East Medical Centre Laboratory,4 Seagrave RoadAvondale,Harare,-17.8567035,31.0601584,Exact / Approximate
Uptown Family Clinic,107 Hebert Chitepo Street,Mutare,-18.974656,32.670473,Exact / Approximate
Urban Breeze Pharmacy,Stand 2293 Gwabuka,Plumtree,-20.4880677,27.805601,Exact / Approximate
Urban Breeze Pharmacy,14 Thekwane Road,Plumtree,-20.4880677,27.805601,Exact / Approximate
Urban Care Medical Centre,7821 Patisha InvestmentsSouthlea Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Urban Oasis Pvt Ltd T/A Cityzen,2 Natal RoadBelgraviaBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
Urban Vision Eye Clinic,125 Ruth Taylor Road Gunhill,Harare,-17.796631,31.0674322,Exact / Approximate
Urea Breath Centre Westend Clinic,Suite 9 Westend Clinic Ext7Baines Ave,Harare,-17.8567035,31.0601584,Exact / Approximate
Urgent Care Clinic Pharmacy - Bindura,853 Yorke Avenue,Bindura,-17.2989727,31.3299701,Exact / Approximate
Urgent Care Pharmacy,11A Lincoln AvenueAvondale,Harare,-17.8567035,31.0601584,Exact / Approximate
Uro Andro Clinic,8 Jason Moyo Avenue,Harare,-17.8299501,31.0531776,Exact / Approximate
Uroandro Clinics,14 Bath Road Avondale,Harare,-17.8023523,31.0426124,Exact / Approximate
Urocare,19 Lezard Avenue,Harare,-17.8099847,31.0359249,Exact / Approximate
Uromed Health Care,6769Senga Area 2,Gweru,-19.4616316,29.8205953,Exact / Approximate
Uromed Health Care Nursing Surgery,601 Zvishavane Road,Shurugwi,-19.7542336,30.156915,Exact / Approximate
Usai Dr. S,22A Jason Moyo Street,Bulawayo,-20.1564735,28.5830141,Exact / Approximate
Utano Africa Pharmaceuticals-Epworth,1034/35MakomoEpworth,Harare,-17.8567035,31.0601584,Exact / Approximate
Utano Centre,385 York Street,Chivhu,-19.0187032,30.8969497,Exact / Approximate
Utano Pharmacy,Stand No. 6500Southlea Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Uyeza Futhi Clinic,60 George Silundika Cnr 5th,Harare,-17.8567035,31.0601584,Exact / Approximate
UZ Clinical Research Centre,2 Allan Wilson AvenueBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
UZ Clinical Research Centre-Belgravia,2618Belgravia2 Allan Wilson Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
UZ Diagnostic and Research Laboratory,Parirenyatwa Main Hospital Avondale,Harare,-17.8567035,31.0601584,Exact / Approximate
UZ International Pharmacology Speciality Laboratory,106 Baines Avenue,Harare,-17.8183784,31.0492619,Exact / Approximate
UZ Oral Health Centre,Parirenyatwa Hospital GroundsMazowe Street,Harare,-17.8567035,31.0601584,Exact / Approximate
UZ- Target Laboratories,Chemical Pathology UnitFaculty of Medicine and Health ScienceParirenyatwa Hospital Complex,Harare,-17.8567035,31.0601584,Exact / Approximate
UZ-CTRC Central Laboratory,15 Phillips Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
UZ-CTRC Central Laboratory,UZ FACULTY OF HEALTH SCIENCES- PARIRENYATWA,Harare,-17.8567035,31.0601584,Exact / Approximate
UZ-CTRC Harare Family Care Clinic Laboratory,"Parirenyatwa Group of Hospitals, Mazowe Street",Harare,-17.8567035,31.0601584,Exact / Approximate
UZ-CTRC Milton Park Laboratory,31 Lawson Avenue,Harare,-17.8117131,31.0347344,Exact / Approximate
UZ-CTRC Seke North Laboratory,Seke North Clinic Box Njenje Road Makoni Primary Care Unit,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
UZ-CTRC Seke South Laboratory,19188 Seke South Clinic Unit L,Chitungwiza,-18.0315014,31.0759109,Exact / Approximate
UZ-CTRC Spilhaus Laboratory,Harare Hospital Grounds Spilhaus Family Planning Council P.O Box ST 220,Harare,-17.8567035,31.0601584,Exact / Approximate
UZ-CTRC St Mary's Laboratory,St Mary's Clinic 278 Ingwe Road,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
UZ-CTRC TB Laboratory,Wilkins Hospital Grounds Cnr Princess Road / Drummond Chaplin,Harare,-17.8567035,31.0601584,Exact / Approximate
UZ-CTRC Zengeza Laboratory,Box 30 Cheuka Street,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Uzima Haven International,119 - 36TH StreetBudiriro 1,Harare,-17.8567035,31.0601584,Exact / Approximate
Uzuru Pharmacy,980. 126 Kwame Nkrumah Avenue,Harare,-17.8274507,31.0521165,Exact / Approximate
V.G Physiotherapy Clinic,"34 Baines Avenue, Suite 7 Hampton Court",Harare,-17.8567035,31.0601584,Exact / Approximate
Vaitive Trading (Pvt) Ltd,28B Anthony AvenueMsasa,Harare,-17.8567035,31.0601584,Exact / Approximate
Val Martin & Associates Physiotherapists,92 Harare Drive Greystone Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Valident Dental Practice,72 AFourth Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Value Max Clinical Laboratory,107Herbert Chitepo Street,Mutare,-18.974656,32.670473,Exact / Approximate
Valz Pharmacy,5549 Tynwald Shops,Harare,-17.8567035,31.0601584,Exact / Approximate
Van Praat Medical Laboratory,"6Colling Street, First Floor Mtetwa Building",Kadoma,-18.3374033,29.9135021,Exact / Approximate
Van Praat Medical Laboratory,3634Lion Drive Road,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Varichem Pharmaceuticals,194 Glen Eagles RoadWillowvale,Harare,-17.8567035,31.0601584,Exact / Approximate
Varichem Pharmaceuticals (PVT) LTD,28 Martin DriveMsasa,Harare,-17.8567035,31.0601584,Exact / Approximate
Varichem Pharmaceuticals Willowvale 2,215 Willowvale Road,Harare,-17.8768205,31.0050051,Exact / Approximate
Vasol Pharmacy,2368 The Angwa CentreCnr Speke Avenue and Angwa Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Vee Five Pharmacy,Shop Number 2 Kaymar House105,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Vee's Health and Beauty Centre,8965 MachipisaHighfield,Harare,-17.8567035,31.0601584,Exact / Approximate
Vengere Clinic-Rusape,Rusape Town CouncilBox 17,Rusape,-18.5334765,32.1256769,Exact / Approximate
Venus Medical and Dental Group,4 Cuba AvenueMount Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
Venus Medical Surgery and Dental Group,4 Cuba AvenueMount Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
Venus Pharmacy,4 Cuba AvenueMt Pleasant,Harare,-17.8567035,31.0601584,Exact / Approximate
Vera G.A.N Surgery,7 Baines AvenueWestend Extension( Suite 2),Harare,-17.8567035,31.0601584,Exact / Approximate
"Verify Engineering,Feruka Site Industrial Clinic",Feruka 4th Floor Beverly CourtCnr 4th & Nelson Mandela,Mutare,-18.974656,32.670473,Exact / Approximate
Very Important ILL Person (VIIP) Medical Center,434th StreetWinston Park,Marondera,-18.190098,31.545542,Exact / Approximate
Vic Falls RDC-Chinotimba Clinic,Chinotimba Road Opposite Sinemani Shopping Center,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Vic Falls RDC-Chisuma RHC,Box 165,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Vic Falls RDC-Jambezi RHC,C/O Box 39,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Vic Falls RDC-Kanyambizi RHC,C/O Box 165,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Vic Falls RDC-Mukhosana Clinic,Chinotemba Road Opposite Sinemani Shopping Center,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Victoria Falls Dental Clinic,4Laxmi Building320 Clark Road,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Victoria Falls Dental Clinic,"Office 4 Laxmi Building, 320 Clark Road",Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Victoria Falls Hotel Clinic,1 Mallet Drive,Victoria Falls,-17.9285754,25.8418665,Exact / Approximate
Victoria Falls Medical Centre Laboratory,Lot 1Stand 6206Mkhosana Main Street,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Victoria Falls Pharmacy,Shop 3Phumula Centre,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Victory Park Clinic,19888Victory ParkSolomio,Ruwa,-17.897155,31.237093,Exact / Approximate
Vidamac Pharmaceuticals,1370Ambleside RoadAspindale,Harare,-17.8567035,31.0601584,Exact / Approximate
Vidamac Pharmaceuticals,Shop P1-5 Southwinds ComplexWaterfalls,Harare,-17.8567035,31.0601584,Exact / Approximate
Vikings Pharmaceuticals,"38A Prospect, Waterfalls",Harare,-17.9049896,31.0332879,Exact / Approximate
Village of Hope Clinic,"10 Goodhope Road, Goodhope",Harare,-17.8567035,31.0601584,Exact / Approximate
Village Pharmacy,Shop 3 New Block 1 Sam Levy Village,Harare,-17.8567035,31.0601584,Exact / Approximate
Vimbayi Surgery,K2115 Katanga,Norton,-17.87454,30.695954,Exact / Approximate
Vine Pharmacy,4388 Chinotimba Shopping Centre,Victoria Falls,-17.922895,25.8476849,Exact / Approximate
Vision Nest Eye Clinic,86 Central Avenue,Harare,-17.8243445,31.0525872,Exact / Approximate
Vista Pharmacy,Stand 9308Westlea,Harare,-17.8567035,31.0601584,Exact / Approximate
Vista Pharmacy-Samora Machel Avenue,3031Cnr S.Machel Avenue /Rudland Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Visual Aquity T/A Village Optometrists,Shop 54Sam Levy 's VillageBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
Vita-Care Medical Centre,4346 20th RoadGlenview,Harare,-17.8567035,31.0601584,Exact / Approximate
Vitacare Medical Laboratory,Suite 5 Matherhurst Building95 Baines Avenue Cnr Second Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Vital Dent,Ground FloorGlendyne Flats 12th Avenue,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Vital Dent Dental Surgery,"Ground Floor Glendyne Flats, Unit 2, 12 Avenue Btwn Josiah Tongogara & Simon Parirenyatwa Street",Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Vital Dental Clinic,279Herbert Chitepo Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Vital Edge Pharmacy,160AFCentral Stores,Mhangura,-16.894452,30.162788,Exact / Approximate
Vital Edge Pharmacy-Kadoma,59 Robert Mugabe Road,Kadoma,-18.3366656,29.9136901,Exact / Approximate
Vital Life Medical Centre,Stand Number 16539 Nkulumane 12,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Vital Pharmacy--Mabvuku,49Chiruwa AvenueNew Mabvuku,Harare,-17.8567035,31.0601584,Exact / Approximate
Vitaldent Dental Surgery,12th Ave Glendyne Flats Unit 2 Ground Floor,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Vitality -Frix Pharmacy,Grange RoadFrix Lamour Shopping Centre,Mutare,-18.974656,32.670473,Exact / Approximate
Vitality Pharmacy,361 Tsvingwe Business Centre Penhalonga,Mutasa,-18.5871211,32.682358,Exact / Approximate
Vitality Wellness Zimbabwe,106 Swan DriveAlex Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Vitality Women's Health,18East RoadBelgravia,Harare,-17.8567035,31.0601584,Exact / Approximate
Vitamind Pharmacy,No. 1 Mays Building Cnr 12th & Fife Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Vitasource Pharmacy,Shop 1Spar Helensvale ComplexStand 458A,Harare,-17.8567035,31.0601584,Exact / Approximate
Vitralabs Laboratory,Suite 11-121st FloorGT Bain Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
Vivat Clearview Optometry,138Robinson Street,Masvingo,-20.7453957,31.334138,Exact / Approximate
Vivat Clearview Optometry-Bulawayo,Charter Medical Centre 1st FloorCnr Leopold Takawira/Fort Street,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Vivat Clinical Laboratory,Stand Number 822George Silundika Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Vivat Health Care Clinic - Gweru,22 6th Street,Gweru,-19.4560784,29.8166452,Exact / Approximate
Vivat Health Pharmacy,22 6th Street,Gweru,-19.4560784,29.8166452,Exact / Approximate
Vivat Health Pharmacy,6 Edson Zvobgo Street,Masvingo,-20.7453957,31.334138,Exact / Approximate
Vivat Health Pharmacy - Bulawayo,102 Fort Street Ground floor,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Vivat Health Pharmacy - Chinhoyi,15658 Glasgrow Rd Industrial Site,Chinhoyi,-17.3615308,30.1929353,Exact / Approximate
Vivat Health Pharmacy - Harare,76 George Silundika,Harare,-17.830138,31.0483898,Exact / Approximate
Vivat Healthcare Clinic,76 George Silundika Ave,Harare,-17.8281386,31.0568721,Exact / Approximate
Vivat Healthcare Clinic,8Elsworth RoadAlexandra Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Vivat Healthcare Clinic,"Ground Floor, Zimdef House102 Fort Street / 8th Avenue",Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Vivat Healthcare Clinic - Masvingo,168 Robertson Street,Masvingo,-20.0660856,30.8323059,Exact / Approximate
Vivat Healthcare Clinic Guruve,Stand Number 46 Chikovo ComplexGuruve Growth Point,Guruve,-16.3431777,30.6290426,Exact / Approximate
Vivat Healthcare Clinic-Optometry,76George Silundika Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Vivat Pharmacy-Kwekwe,14507Section 11Mbizo,Kwekwe,-18.9284366,29.8140035,Exact / Approximate
Vladimar G. Physiotherapy Practice,1 Weham DandaroBorrowdale,Harare,-17.8567035,31.0601584,Exact / Approximate
Vlermag Pharmacy,Shop 13 Highglen Complex,Harare,-17.8567035,31.0601584,Exact / Approximate
Vlermag Pharmacy - Eastgate,Shop 18Eastgate Market,Harare,-17.8567035,31.0601584,Exact / Approximate
Vova Rural Health Centre,nkayi DistrictMatebeland North,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Vubachikwe Mine Clinic,13 km Along Old Bulawayo Road,Gwanda,-20.9414292,29.0036855,Exact / Approximate
Vumba Clinic,The Wattle Company Vumba Estates,Vumba,-17.8675009,31.2077239,Exact / Approximate
Walgreen Pharmacy,Shop 3 Zamchod Building 37/39 Second Street,Mutare,-18.974656,32.670473,Exact / Approximate
Walnut Pharmacy,"Shop Number 2, 9 Bryanston House, George Silundika",Harare,-17.8567035,31.0601584,Exact / Approximate
Walnut Pharmacy,31 Lobengula StSoutherton,Harare,-17.8567035,31.0601584,Exact / Approximate
Walvis Westlea Pharmacy,7103Westlea ShopsWestlea,Harare,-17.8567035,31.0601584,Exact / Approximate
Walvis Westlea Surgery,7103 Westlea Shopping Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
Wanezi Mission Hospital,P.O.Box 711,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Wantech Imaging (PVT)LTD,Stand 995Shop 7Main Street,Harare,-17.8567035,31.0601584,Exact / Approximate
WAP Pharmacare Mt Pleasant Pharmacy,"Shop 7, 40 Mt Pleasant DriveMt Pleasant",Harare,-17.8567035,31.0601584,Exact / Approximate
Warren Park D Pharmacy,5788168 StreetWarren Park D,Harare,-17.8567035,31.0601584,Exact / Approximate
Warren Park Medical Centre,Stand No. 5739Warren Park 1 Shopping Centre,Harare,-17.8567035,31.0601584,Exact / Approximate
Waterfalls Medical Centre,"1164 2nd Avenue, Parktown",Harare,-17.8567035,31.0601584,Exact / Approximate
Waterfalls Musasa Medical Centre,1934Retreat Township Waterfalls,Harare,-17.8567035,31.0601584,Exact / Approximate
Watershed Pharmacy,246The Green,Marondera,-18.190098,31.545542,Exact / Approximate
Watershed Pharmacy,Msasa VillageStand 274Chicago Drive,Marondera,-18.190098,31.545542,Exact / Approximate
Watershed Pharmacy-Borroadale hospital,Borroadale hospital,Marondera,-18.190098,31.545542,Exact / Approximate
Wattle Company - Dunisane Clinic,The Wattle CompanyPenhalonga Estates,Mutasa,-18.5871211,32.682358,Exact / Approximate
Waveland Pharmacy,20253Highglen RoadKuwadzana 1,Harare,-17.8567035,31.0601584,Exact / Approximate
Wavestream Ultrasound (PVT) LTD,Suite 302A3rd Floor Haylet House,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Wayfam Pharmacy,9790 Warth Road Tshovani,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Wayfarm Pharmacy-Chiredzi,8651Warth RoadTshovani,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
Wecare Pharmacy,"Shop 6 Kumene Complex , Unit H",Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Wedza Medical Centre,1248 Dziros Shopping CentreWedza Growth Point,Wedza,-18.621494,31.568184,Exact / Approximate
Wedza RDC-Garaba Rural Health Center,Garaba Business CentreBox 48,Wedza,-18.621494,31.568184,Exact / Approximate
Wedza RDC-Goto Rural Health Center,Goto Business CentreP.Bag 2119,Wedza,-18.621494,31.568184,Exact / Approximate
Wedza RDC-Makanda/Goneso Rural Health Center,Goneso Business CentreP.Bag 2102,Wedza,-18.621494,31.568184,Exact / Approximate
Wedza RDC-Sengezi Rural Health Center,Sengezi Bussiness CentreBox 63,Wedza,-18.621494,31.568184,Exact / Approximate
Welcome Pharmacy,Shop 2C Ground Floor Exchange BuildingStand 81,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Welcome Pharmacy-Bulawayo,Shop 130-11th AvenueStand 1090,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
Well Patient Pharmacy,67 Nyabadza Drive,Rusape,-18.5334765,32.1256769,Exact / Approximate
Well Womans Clinic,5 Hurworth RdHighlands,Harare,-17.8567035,31.0601584,Exact / Approximate
Wellbeing Pharmacy,13624 Zengeza 2 Shopping CentreZengeza,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Wellcare Pharmacy,"2744 Chiedza Crescent, Cnr Nyameni",Marondera,-18.190098,31.545542,Exact / Approximate
Wellness Clinical Laboratory,Suite 8Grayhurst Building102 N.Mandela,Harare,-17.8567035,31.0601584,Exact / Approximate
Wellness Immigration Health Assessment Centre,26 Van Praagh AvenueMilton Park,Harare,-17.8567035,31.0601584,Exact / Approximate
Wellness Medical Centre,19296 Unit KSeke,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Wellness Pharmacy,216/17 Leopold Takawira Street,Masvingo,-20.7453957,31.334138,Exact / Approximate
Wellness Rediscovery Pharmacy,10 Silwood Close,Harare,-17.7845045,31.1153515,Exact / Approximate
Wellspring Clinic,"Stand Number 11300, Tichagarika Shopping Centre",Harare,-17.8567035,31.0601584,Exact / Approximate
Welming Wellness Clinic,23858 Unit L Extension Seke,Chitungwiza,-18.0143462,31.0726737,Exact / Approximate
Wesley Taylor Optometrist,81B Fife StreetJoylene Building,Bulawayo,-20.1560599,28.5887063,Exact / Approximate
West End Clinic - Wound Care Unit,7 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
West Road Family Clinic,3629 West Road,Chiredzi,-21.4164577,31.8233421,Exact / Approximate
West Wing Dental Surgery,8 Jason Moyo AveKaguvi Street,Harare,-17.8567035,31.0601584,Exact / Approximate
West Wing Health Centre,8 Jason Moyo,Harare,-17.8299501,31.0531776,Exact / Approximate
West Wing Health Centre,9 Samora Machel Avenue,Harare,-17.8295795,31.0370082,Exact / Approximate
West Wing Laboratories,8 Jason Moyo Avenue Corner Jason Moyo / Kaguvi Street,Harare,-17.8567035,31.0601584,Exact / Approximate
West Wing Radiology,8 Jason Moyo AvenueCorner Kaguvi Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Westbay Dental Clinic,469 Ngundu Business Centre,Ngundu,-20.8007357,30.7982637,Exact / Approximate
Westbay Dental Clinic,9 Bauhinia Road,Masvingo,-20.7453957,31.334138,Exact / Approximate
Westbay Dental Lab,469Ngundu Shopping Centre,Ngundu,-20.8015291,30.8008761,Exact / Approximate
Westend Clinic - Baines,13 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Westend Clinic Family Practitioners,Westend Clinic13 Baines Avenue,Harare,-17.8567035,31.0601584,Exact / Approximate
Westend Medical Rooms,"Suite 1, 7 Baines Avenue Westend Clinic Extension",Harare,-17.8567035,31.0601584,Exact / Approximate
Westend Medical Rooms,7 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Westend Pharmacy,13 Baines Ave,Harare,-17.8179265,31.0533833,Exact / Approximate
Westend Radiology,3 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Westend Rehabilitation,7 Baines Avenue,Harare,-17.8179265,31.0533833,Exact / Approximate
Western Physiotherapy,9 Samora Machel and Harare Street,Harare,-17.8567035,31.0601584,Exact / Approximate
Westgate 24Hr Medical Centre,No. 22 Northweald RoadBluffhill,Harare,-17.8567035,31.0601584,Exact / Approximate
Westgate Medclinic,"Shop FC2, Westgate Shopping Complex",Harare,-17.8567035,31.0601584,Exact / Approximate
