Facility Name,Physical Address,City,Latitude,Longitude
Vita-Care Medical Centre,4346 20th RoadGlenview,Harare,-17.8567035,31.0601584
Vitacare Medical Laboratory,Suite 5 Matherhurst Building95 Baines Avenue Cnr Second Street,Harare,-17.8567035,31.0601584
Vital Dent,Ground FloorGlendyne Flats 12th Avenue,Bulawayo,-20.1560599,28.5887063
Vital Dent Dental Surgery,"Ground Floor Glendyne Flats, Unit 2, 12 Avenue Btwn Josiah Tongogara & Simon Parirenyatwa Street",Bulawayo,-20.1560599,28.5887063
Vital Dental Clinic,279Herbert Chitepo Avenue,Harare,-17.8567035,31.0601584
Vital Edge Pharmacy,160AFCentral Stores,Mhangura,-16.894452,30.162788
Vital Edge Pharmacy-Kadoma,59 Robert Mugabe Road,Kadoma,-18.3366656,29.9136901
Vital Life Medical Centre,Stand Number 16539 Nkulumane 12,Bulawayo,-20.1560599,28.5887063
Vital Pharmacy--Mabvuku,49Chiruwa AvenueNew Mabvuku,Harare,-17.8567035,31.0601584
Vitaldent Dental Surgery,12th Ave Glendyne Flats Unit 2 Ground Floor,Bulawayo,-20.1560599,28.5887063
Vitality -Frix Pharmacy,Grange RoadFrix Lamour Shopping Centre,Mutare,-18.974656,32.670473
Vitality Pharmacy,361 Tsvingwe Business Centre Penhalonga,Mutasa,-18.5871211,32.682358
Vitality Wellness Zimbabwe,106 Swan DriveAlex Park,Harare,-17.8567035,31.0601584
Vitality Women's Health,18East RoadBelgravia,Harare,-17.8567035,31.0601584
Vitamind Pharmacy,No. 1 Mays Building Cnr 12th & Fife Street,Bulawayo,-20.1560599,28.5887063
Vitasource Pharmacy,Shop 1Spar Helensvale ComplexStand 458A,Harare,-17.8567035,31.0601584
Vitralabs Laboratory,Suite 11-121st FloorGT Bain Centre,Harare,-17.8567035,31.0601584
Vivat Clearview Optometry,138Robinson Street,Masvingo,-20.7453957,31.334138
Vivat Clearview Optometry-Bulawayo,Charter Medical Centre 1st FloorCnr Leopold Takawira/Fort Street,Bulawayo,-20.1560599,28.5887063
Vivat Clinical Laboratory,Stand Number 822George Silundika Avenue,Harare,-17.8567035,31.0601584
Vivat Health Care Clinic - Gweru,22 6th Street,Gweru,-19.4616316,29.8205953
Vivat Health Pharmacy,22 6th Street,Gweru,-19.4616316,29.8205953
Vivat Health Pharmacy,6 Edson Zvobgo Street,Masvingo,-20.7453957,31.334138
Vivat Health Pharmacy - Bulawayo,102 Fort Street Ground floor,Bulawayo,-20.1560599,28.5887063
Vivat Health Pharmacy - Chinhoyi,15658 Glasgrow Rd Industrial Site,Chinhoyi,-17.3615308,30.1929353
Vivat Health Pharmacy - Harare,76 George Silundika,Harare,-17.8281386,31.0568721
Vivat Healthcare Clinic,76 George Silundika Ave,Harare,-17.8281386,31.0568721
Vivat Healthcare Clinic,8Elsworth RoadAlexandra Park,Harare,-17.8567035,31.0601584
Vivat Healthcare Clinic,"Ground Floor, Zimdef House102 Fort Street / 8th Avenue",Bulawayo,-20.1560599,28.5887063
Vivat Healthcare Clinic - Masvingo,168 Robertson Street,Masvingo,-20.7453957,31.334138
Vivat Healthcare Clinic Guruve,Stand Number 46 Chikovo ComplexGuruve Growth Point,Guruve,-16.3431777,30.6290426
Vivat Healthcare Clinic-Optometry,76George Silundika Avenue,Harare,-17.8567035,31.0601584
Vivat Pharmacy-Kwekwe,14507Section 11Mbizo,Kwekwe,-18.9284366,29.8140035
Vladimar G. Physiotherapy Practice,1 Weham DandaroBorrowdale,Harare,-17.8567035,31.0601584
Vlermag Pharmacy,Shop 13 Highglen Complex,Harare,-17.8567035,31.0601584
Vlermag Pharmacy - Eastgate,Shop 18Eastgate Market,Harare,-17.8567035,31.0601584
Vova Rural Health Centre,nkayi DistrictMatebeland North,Bulawayo,-20.1560599,28.5887063
Vubachikwe Mine Clinic,13 km Along Old Bulawayo Road,Gwanda,-20.9414292,29.0036855
Vumba Clinic,The Wattle Company Vumba Estates,Vumba,-17.8675009,31.2077239
Walgreen Pharmacy,Shop 3 Zamchod Building 37/39 Second Street,Mutare,-18.974656,32.670473
Walnut Pharmacy,"Shop Number 2, 9 Bryanston House, George Silundika",Harare,-17.8567035,31.0601584
Walnut Pharmacy,31 Lobengula StSoutherton,Harare,-17.8567035,31.0601584
Walvis Westlea Pharmacy,7103Westlea ShopsWestlea,Harare,-17.8567035,31.0601584
Walvis Westlea Surgery,7103 Westlea Shopping Centre,Harare,-17.8567035,31.0601584
Wanezi Mission Hospital,P.O.Box 711,Bulawayo,-20.1560599,28.5887063
Wantech Imaging (PVT)LTD,Stand 995Shop 7Main Street,Harare,-17.8567035,31.0601584
WAP Pharmacare Mt Pleasant Pharmacy,"Shop 7, 40 Mt Pleasant DriveMt Pleasant",Harare,-17.8567035,31.0601584
Warren Park D Pharmacy,5788168 StreetWarren Park D,Harare,-17.8567035,31.0601584
Warren Park Medical Centre,Stand No. 5739Warren Park 1 Shopping Centre,Harare,-17.8567035,31.0601584
Waterfalls Medical Centre,"1164 2nd Avenue, Parktown",Harare,-17.8567035,31.0601584
Waterfalls Musasa Medical Centre,1934Retreat Township Waterfalls,Harare,-17.8567035,31.0601584
Watershed Pharmacy,246The Green,Marondera,-18.190098,31.545542
Watershed Pharmacy,Msasa VillageStand 274Chicago Drive,Marondera,-18.190098,31.545542
Watershed Pharmacy-Borroadale hospital,Borroadale hospital,Marondera,-18.190098,31.545542
Wattle Company - Dunisane Clinic,The Wattle CompanyPenhalonga Estates,Mutasa,-18.5871211,32.682358
Waveland Pharmacy,20253Highglen RoadKuwadzana 1,Harare,-17.8567035,31.0601584
Wavestream Ultrasound (PVT) LTD,Suite 302A3rd Floor Haylet House,Bulawayo,-20.1560599,28.5887063
Wayfam Pharmacy,9790 Warth Road Tshovani,Chiredzi,-21.4164577,31.8233421
Wayfarm Pharmacy-Chiredzi,8651Warth RoadTshovani,Chiredzi,-21.4164577,31.8233421
Wecare Pharmacy,"Shop 6 Kumene Complex , Unit H",Chitungwiza,-18.0143462,31.0726737
Wedza Medical Centre,1248 Dziros Shopping CentreWedza Growth Point,Wedza,-18.621494,31.568184
Wedza RDC-Garaba Rural Health Center,Garaba Business CentreBox 48,Wedza,-18.621494,31.568184
Wedza RDC-Goto Rural Health Center,Goto Business CentreP.Bag 2119,Wedza,-18.621494,31.568184
Wedza RDC-Makanda/Goneso Rural Health Center,Goneso Business CentreP.Bag 2102,Wedza,-18.621494,31.568184
Wedza RDC-Sengezi Rural Health Center,Sengezi Bussiness CentreBox 63,Wedza,-18.621494,31.568184
Welcome Pharmacy,Shop 2C Ground Floor Exchange BuildingStand 81,Bulawayo,-20.1560599,28.5887063
Welcome Pharmacy-Bulawayo,Shop 130-11th AvenueStand 1090,Bulawayo,-20.1560599,28.5887063
Well Patient Pharmacy,67 Nyabadza Drive,Rusape,-18.5334765,32.1256769
Well Womans Clinic,5 Hurworth RdHighlands,Harare,-17.8567035,31.0601584
Wellbeing Pharmacy,13624 Zengeza 2 Shopping CentreZengeza,Chitungwiza,-18.0143462,31.0726737
Wellcare Pharmacy,"2744 Chiedza Crescent, Cnr Nyameni",Marondera,-18.190098,31.545542
Wellness Clinical Laboratory,Suite 8Grayhurst Building102 N.Mandela,Harare,-17.8567035,31.0601584
Wellness Immigration Health Assessment Centre,26 Van Praagh AvenueMilton Park,Harare,-17.8567035,31.0601584
Wellness Medical Centre,19296 Unit KSeke,Chitungwiza,-18.0143462,31.0726737
Wellness Pharmacy,216/17 Leopold Takawira Street,Masvingo,-20.7453957,31.334138
Wellness Rediscovery Pharmacy,10 Silwood Close,Harare,-17.7845045,31.1153515
Wellspring Clinic,"Stand Number 11300, Tichagarika Shopping Centre",Harare,-17.8567035,31.0601584
Welming Wellness Clinic,23858 Unit L Extension Seke,Chitungwiza,-18.0143462,31.0726737
Wesley Taylor Optometrist,81B Fife StreetJoylene Building,Bulawayo,-20.1560599,28.5887063
West End Clinic - Wound Care Unit,7 Baines Avenue,Harare,-17.8567035,31.0601584
West Road Family Clinic,3629 West Road,Chiredzi,-21.4164577,31.8233421
West Wing Dental Surgery,8 Jason Moyo AveKaguvi Street,Harare,-17.8567035,31.0601584
West Wing Health Centre,8 Jason Moyo,Harare,-17.8306049,31.0499327
West Wing Health Centre,9 Samora Machel Avenue,Harare,-17.8567035,31.0601584
West Wing Laboratories,8 Jason Moyo Avenue Corner Jason Moyo / Kaguvi Street,Harare,-17.8567035,31.0601584
West Wing Radiology,8 Jason Moyo AvenueCorner Kaguvi Street,Harare,-17.8567035,31.0601584
Westbay Dental Clinic,469 Ngundu Business Centre,Ngundu,-20.8007357,30.7982637
Westbay Dental Clinic,9 Bauhinia Road,Masvingo,-20.7453957,31.334138
Westbay Dental Lab,469Ngundu Shopping Centre,Ngundu,-20.8015291,30.8008761
Westend Clinic - Baines,13 Baines Avenue,Harare,-17.8567035,31.0601584
Westend Clinic Family Practitioners,Westend Clinic13 Baines Avenue,Harare,-17.8567035,31.0601584
Westend Medical Rooms,"Suite 1, 7 Baines Avenue Westend Clinic Extension",Harare,-17.8567035,31.0601584
Westend Medical Rooms,7 Baines Avenue,Harare,-17.8567035,31.0601584
Westend Pharmacy,13 Baines Ave,Harare,-17.8179265,31.0533833
Westend Radiology,3 Baines Avenue,Harare,-17.8567035,31.0601584
Westend Rehabilitation,7 Baines Avenue,Harare,-17.8567035,31.0601584
Western Physiotherapy,9 Samora Machel and Harare Street,Harare,-17.8567035,31.0601584
Westgate 24Hr Medical Centre,No. 22 Northweald RoadBluffhill,Harare,-17.8567035,31.0601584
Westgate Medclinic,"Shop FC2, Westgate Shopping Complex",Harare,-17.8567035,31.0601584
Westgate Medical Laboratory,22North Weald RoadBluffhill,Harare,-17.8567035,31.0601584
Westgate Pharmacy,Number 22Northweald RoadBluffhill,Harare,-17.8567035,31.0601584
Westlea Dental Surgery,Stand Number 7090Westlea Shopping Centre,Harare,-17.8567035,31.0601584
Westlea Medical and Dental Surgery,7090 Westlea ShopsWestlea,Harare,-17.8567035,31.0601584
Westside Healthcare Centre,7519 Mkoba 8,Gweru,-19.4616316,29.8205953
Westview Chikanga Medical Centre,4474 Chikanga 2,Mutare,-18.974656,32.670473
Westview Clinic,"Stand 1820, 231st Kuwadzana 2 Business Centre",Harare,-17.8567035,31.0601584
Westview Clinic,"Stand Number 8465, Machipisa Shops",Harare,-17.8567035,31.0601584
Westview Dental Clinic,"9046 Amaveni Road, Globe and Phoenix",Kwekwe,-18.9284366,29.8140035
Westview Dental Surgery,Stand No. 1820- 231Kuwadzana 2,Harare,-17.8567035,31.0601584
Westview Healthcare,9046Globe & Phoenix,Kwekwe,-18.9284366,29.8140035
Westview Medical Centre- Ruwa,6841 Zimre Park,Ruwa,-17.897155,31.237093
Westview Medical Clinic - Kwekwe,4487 Westview Street,Kwekwe,-18.9284366,29.8140035
Westview Pharmacy Machipisa,8465 Machipisa,Harare,-17.8567035,31.0601584
Westview Surgery,26 Worcester RoadEastlea,Harare,-17.8567035,31.0601584
Westview Surgery-Marisa,3482Katanga,Norton,-17.87454,30.695954
Westwing Health Centre,22 Park Street Cnr Kwame Nkrumah,Harare,-17.8567035,31.0601584
Westwing Health Centre- Hatcliff,15227 Hatcliffe,Harare,-17.6946755,31.1089092
Westwood Pharmacy,Stand 254 Westwood Drive Westwood,Harare,-17.8567035,31.0601584
Wheelerdale Clinic,WheelredaleDangarendoveWard 21,Seke,-18.3097084,30.8587759
Whitchem Pharmacy,3 South AvenuesCustom House,Harare,-17.8567035,31.0601584
Whitchem Pharmacy,62 Livingstone Avenues,Harare,-17.8567035,31.0601584
Whitchem Pharmacy-Bulawayo,274Fife SteetTshaka Centre,Bulawayo,-20.1560599,28.5887063
White Angels Clinic,1647Mainway Meadows Waterfalls,Harare,-17.8567035,31.0601584
White Angels Pharmacy,1647 Mainway MeadowsWaterfalls,Harare,-17.8567035,31.0601584
Whitecliff Polyclinic and Maternity,House Number 199Whitecliff,Zvimba,-17.3431736,30.4209716
Whitecross Pharmacy,1 Borrowdale Lane,Harare,-17.7628099,31.0919691
Whitefur Pharmacy,Zimbiru Business CentreDomboshava,Domboshava,-17.6116701,31.1736252
Whitehouse 24 Hour Medical Clinic,"11 Oatlands Road, Snake Park",Harare,-17.8567035,31.0601584
Whitehouse Dental Clinic,Shop No. 13 Pfugari Pink BuildingsSnake Park,Zvimba,-17.3431736,30.4209716
Whitehouse Pharmacy,Shop 4Snake Park,Harare,-17.8567035,31.0601584
Wholelife Medical Centre,317 Beatrice TownshipBeatrice,Beatrice,-18.2580858,30.8544051
WI Care Pharmacy,shop 2k + k arcade59-5th street,Gweru,-19.4616316,29.8205953
Wilcare Pharmacy,"Shop 1, 89 Robert Mugabe Way, MZ Mall",Bulawayo,-20.1560599,28.5887063
Willie Sibanda Community Clinic,Falcon College Estate,Esigodini,-20.291794,28.939699
Willovale 24hr Radiology,Shop 14Highglen ComplexWillowvale,Harare,-17.8567035,31.0601584
Willowvale Dental Centre,"Stand Number 457, Shop Number 14, Highglen Shopping Centre",Harare,-17.8567035,31.0601584
Willowvale Maternity,Shop 14 Highglen Shopping Mall,Harare,-17.8567035,31.0601584
Willowvale Medical Centre,Shop 14Highlen Shopping MallWillowvale,Harare,-17.8567035,31.0601584
Willowvale Pharmacy,Shop 14 Highglen Shopping centre,Harare,-17.8567035,31.0601584
Wiltan Africa Dental,81 Central Avenue,Harare,-17.8567035,31.0601584
Wiltan African Dental Surgery,140Enterprise RoadHighlands,Harare,-17.8567035,31.0601584
Win Pharmacy,BetsiCnr Robert Mugabe / 6th Avenue,Bulawayo,-20.1560599,28.5887063
Windsor 24HR Clinic,3890 San Sourci Road Old Windsor,Harare,-17.8567035,31.0601584
Windsor Pharmacy,"3890 San Sourci Road,Old Windsor",Harare,-17.8567035,31.0601584
Wiscare Clinic,107 Chitungo Sakubva,Mutare,-18.974656,32.670473
Wisdom Exceptional Dental,86Kaguvi Street,Harare,-17.8567035,31.0601584
Wisrod Care Surgery - Mutare,85 Herbert Chitepo Street,Mutare,-18.974656,32.670473
Wisrod Clinic,107 ChitungoSakubva,Mutare,-18.974656,32.670473
Wizear Trust,9 Rowland SquareMilton Park,Harare,-17.8567035,31.0601584
WK Dentalcare,136Harare Street,Harare,-17.8567035,31.0601584
WMT Pharmaceuticals,Bay 5 of 59ASteven DriveMsasa,Harare,-17.8567035,31.0601584
Women's Clinic,152Baines Avenue Corner 6th & Baines Avenue,Harare,-17.8567035,31.0601584
Women's Clinic,152 Baines Avenue,Harare,-17.8567035,31.0601584
Womens Clinic Bulawayo,Suite 101 Haylet House9th Josiah Tongogara,Bulawayo,-20.1560599,28.5887063
Womens Health & Pregnancy Surgery,"Number 58, 6th Street",Gweru,-19.4616316,29.8205953
Woodlands Pharmacy,2935 Woodlands Phase 2,Gweru,-19.4616316,29.8205953
Woodlands Pharmacy,2935WoodlandsPhase 2,Gweru,-19.4616316,29.8205953
Word Pharmacy,"Shop 1, 34 Kwame Nkrumah",Harare,-17.8567035,31.0601584
Word Pharmacy,74 Jason Moyo Avenue,Harare,-17.8567035,31.0601584
World 263 Optics,G06 Ahmed Mall Cnr Robson Manyika and Angwa,Harare,-17.8567035,31.0601584
Wrightsea Occupational Health,52 Baines Avenue,Harare,-17.8567035,31.0601584
X-Ray & Ultrasound Imaging Centre,Shop 2Fidelity Life Centre121 Gum Avenue,Kwekwe,-18.9284366,29.8140035
Yamiyana Pharmacy,51 First Street,Mutare,-18.974656,32.670473
Yananiso Counselling Centre,Flat 3 Anlar court158 Herbert Chitepo Avenue,Harare,-17.8567035,31.0601584
YBC Malango Surgery,301 Halyey HouseCnr J. Tongogara 19th Avenue,Bulawayo,-20.1560599,28.5887063
Yeovil Medical Centre,22 Dobson RoadYeovil,Mutare,-18.974656,32.670473
Yeovil Pharmacy,Shop 533 Simon Mazorodze RoadYeovil,Mutare,-18.974656,32.670473
Yodent Dental Services,"17 Grace Road, Corner Flint, Winston Park",Marondera,-18.190098,31.545542
Your Pharmacy,"57, 5th Street",Gweru,-19.4616316,29.8205953
Your Pharmacy Mkhosana,5393Mkhosana Shopping Centre,Victoria Falls,-17.922895,25.8476849
Yozim Doctor Surgery,Plot 14 Essex ComplexEsigodini,Bulawayo,-20.1560599,28.5887063
Ysabell Pharmacy,3181 Murambinda Growth Point,Buhera,-19.5081238,31.936243
Zaka RDC- Chinyabako Health Center,Ward 14,Zaka,-20.343217,31.463208
Zaka RDC- Chiredzana Health Center,Ward 26,Zaka,-20.343217,31.463208
Zaka RDC- Fuve Health Center,Ward 15,Zaka,-20.343217,31.463208
Zaka RDC- Gumbo Health Center,Ward 4,Zaka,-20.343217,31.463208
Zaka RDC- Jichidza Health Center,Ward 12,Zaka,-20.343217,31.463208
Zaka RDC- Mushaya Health Center,Ward 27,Zaka,-20.343217,31.463208
Zaka RDC- Nhema Health Center,Ward 10,Zaka,-20.343217,31.463208
Zaka RDC- Nyakunhuwa Health Center,Ward 17,Zaka,-20.343217,31.463208
Zaka RDC- Siyawareva Health Center,Ward 19,Zaka,-20.343217,31.463208
Zaka RDC-Bota Rural Health Center,Jerera Growth PointWard 28,Zaka,-20.343217,31.463208
Zaka RDC-Bvukururu Clinic,jerera,Zaka,-20.404996,31.4470522
Zaka RDC-Mageza Rural Health Center,Ward 16,Zaka,-20.343217,31.463208
Zaka RDC-Veza Rural Health Center,Jerera Growth Point,Zaka,-20.343217,31.463208
Zanayi Dental Studio,90 Prince Edward RoadMilton Park,Harare,-17.8567035,31.0601584
Zaoga Bondamakara Clinic,Bondamakara Growth Point,Mutoko,-17.4262395,32.3581415
ZB Financial Holdings Industrial Clinic,No. 112 Kaguvi StreetRotten Row Complex,Harare,-17.8567035,31.0601584
Zen Dental Clinic,32 St. Dominic Road Milton Park,Harare,-17.8148023,31.0212707
Zengeza 3 Dental Surgery,7662 Mukombererwa StreetZengeza 3,Chitungwiza,-18.0143462,31.0726737
Zengeza 3 Medical Clinic,18011 Zengeza 3,Chitungwiza,-18.0106998,31.0527679
Zengeza 4 Medical Centre Surgery,19154 Zengeza 4,Chitungwiza,-18.0106207,31.0656989
Zengeza Clinic,7723 Cheuka Way,Chitungwiza,-18.0143462,31.0726737
Zengeza Medical Clinic,13624 Zengeza 2,Chitungwiza,-18.0019427,31.0608709
Zengeza Medical Imaging Centre,19328Pagomba Zengeza 4,Chitungwiza,-18.0099879,31.064422
Zengeza Memorial Clinic,52 3rd Street,Kwekwe,-18.9284366,29.8140035
Zephania and Mildrate Medical Centre,Matanga VillageWard 7Chirasauta Community,Chivhu,-19.0187032,30.8969497
ZHD Consulting,127 Harare DriveMt Pleasant,Harare,-17.8567035,31.0601584
ZHD Consulting,127 127 Harare DriveMt Pleasant,Harare,-17.8567035,31.0601584
Zhombe Mission Hospital - Gweru Diocese,Zhombe Mission Hospital Private Bag 8054,Kwekwe,-18.9284366,29.8140035
Zhombe Pharmacy-Kwekwe,Shop 2 Mazambani Complex Joe Zhombe,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Gomola Clinic,Ward 10Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Mpinda Clinic,Ward 24Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Dambridge Rural Health Center,Ward 25Chief MalisaZibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Donjani Clinic,Ward 32Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Exchange Clinic,Ward 19Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Malisa Josefa Clinic,Ward 27Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Malisa Zhombe Rural Clinic,Ward 13Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Ntabeni Clinic,Ntabeni 1Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Samambwa Rural Clinic,Ward 6Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Sebakwe Rural Clinic,Ward 2Chief SamambwaZibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Senkwasi Clinic,Ward 9Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Sidakeni Rural Clinic,Ward 7Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Sigezibubi Clinic,Ward 16Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Silobela Jackson Clinic,Ward 23Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Simana Clinic,Ward 21Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC- Zibagwe Mobile Clinic,1211-1214R.G Mugabe WayZibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zibagwe RDC-Sherwood Clinic,Ward 31Zibagwe Rural District Council,Kwekwe,-18.9284366,29.8140035
Zikani Dental Practice,19 Hofmeyer Street,Masvingo,-20.7453957,31.334138
Zimasco - North & Middle Dyke Industrial Clinic,North & Middle Dyke Clinic Off Ethel RoadP.O Box 50,Mutorashanga,-17.1405238,30.679729
Zimasco Industrial Clinic,Number 1 Birmingham RoadIndustrial Area,Kwekwe,-18.9284366,29.8140035
Zimasco Ironsides Industrial Clinic,Ironsides Clinic P. Bag 901,Shurugwi,-19.7542336,30.156915
Zimbabwe Alloys Chrome Industrial Clinic,"1899 Bristol Road, Heavy Industrial Site",Gweru,-19.4616316,29.8205953
Zimbabwe Consolidated Diamond Company Portal Q Clinic,Chiadzwa Diamon Fields,Mutare,-18.974656,32.670473
Zimbabwe Ezekiel Guti University Clinic,1901 Barassie RoadOff Shamva Road,Bindura,-17.2989727,31.3299701
Zimbabwe Fertiliser Company Clinic,1 Ambleside RoadAspindale,Harare,-17.8567035,31.0601584
Zimbabwe Leaf Tobacco Clinic,1 Foundry RoadAspindale Park,Harare,-17.8567035,31.0601584
Zimbabwe National Family Planning Council,51/381Bigben RoadJahunda Township,Gwanda,-20.9414292,29.0036855
Zimbabwe National Family Planning Council-Fife Avenue,15Fife Avenue,Harare,-17.8567035,31.0601584
Zimbabwe National Family Planning Council-Gweru,73-75th -8th Street,Gweru,-19.4616316,29.8205953
Zimbabwe National Quality Assurance Programme (ZINQUAP),Block b Delken ComplexMt Pleasant Business Park,Harare,-17.8567035,31.0601584
Zimbabwe Opticians Opt-Med,156H. Chitepo Ave,Harare,-17.8218561,31.0481776
Zimbabwe Pharmaceuticals Private Limited-Bulawayo,6 Falcon Street,Bulawayo,-20.1560599,28.5887063
Zimbabwe Phosphate Industrial Clinic - PAN,OFF Mutare RoadMsasa,Harare,-17.8567035,31.0601584
Zimbabwe Power Company Bulawayo Clinic,Corner Lobengula Street / Khami Road P.O. Box 1803,Bulawayo,-20.1560599,28.5887063
Zimbabwe Power Company Dressing Station,Hwange Power Station,Hwange,-18.8406624,26.7310154
Zimbabwe Red Cross Society Training - Harare,Red Cross House98 Cameroon Street,Harare,-17.8567035,31.0601584
Zimgold Oil Industries Clinic,72 Lytton RoadWorkington,Harare,-17.8567035,31.0601584
Zimplas Ngezi Medical Road Ambulance,Zimplats Mining Division,Mhondoro Ngezi,-18.7412115,30.6097172
