facility name,physical address,city
Trinity Pharmacy,294 Ed Mnangagwa Road,Masvingo
Trinity Pharmacy - Albion,"Shop 3, Ground Floor, Dublin House 113 Mbuya Nehanda Street Albion Street",Harare
Trinity Pharmacy - Avenues,"109 Josiah Chinamano, 3Rd Street",Harare
Trinity Pharmacy - Kwekwe,"Shop 4, Mukewa Building",Kwekwe
Trinity Pharmacy Bulawayo,83 Robert Mugabe Way,Bulawayo
Trinity Pharmacy- Greencroft,"119 Lomagundi Road, Greencroft Shopsgreencroft",Harare
Trinity Pharmacy Helensvale,Shop 3 Stand 25 Kugonachete Centre Helensvale Shopping Centre,Harare
Trinity Pharmacy Ruwa,"Shop 4 New Block, Ruwa Shopping Centre",Harare
Trinity Pharmacy Victoria Falls,"22 Sawanga Mall, Stand 1865Achinotimba",Victoria Falls
Trinity Pharmacy-Mt Pleasant,103The Chasemt Pleasant,Harare
Trinity Vision Optical,3Rd Floorkarigamombe Centre53 Samora Machel,Harare
Triple C Pigs Clinic,48 Km Peg Harare Bulawayo Highway,Norton
Tripple T Pharmacy,17413 Solani Shops Epworth,Harare
Trojan Mine Clinic - Occupational Therapy,Number 1 Trojan Road,Bindura
Trojan Nickel Mine - Ambulance,1 Trojan Nickel Roadtrojan Nickel Mine,Bindura
Trojan Nickel Mine Clinic,Trojan Roadtrojan Nickel Mine,Bindura
Tropical Pharmacy,Stand No. 21176 Plot 1Musika Street Rujeko,Masvingo
Truecare Surgery,6Nrz Stationvengere,Rusape
Truelab Diagnostics,19613Unit Gseke,Chitungwiza
Trueway Health Pharmacies,Stand 5621,Harare
Trueway Health Pharmacy Tynwald,10672 Tynwald South,Harare
Trukumb Health Centre,Trukumb Miningbox 69 Filabusi,Filabusi
Trust Tynward South Surgery,1923Tynward South,Harare
Trustcare Pharmacy,Shop 4 Cari Court Jmn Nkomo Street,Bulawayo
Trustcare Pharmacy,Shop 5A Herbert Chitepo & 9Th Avenue,Bulawayo
Trustcare Pharmacy - Entumbane,Shop 11Entumbane Complex,Bulawayo
Trustcare Pharmacy Old Mutual Bulawayo,Shop 12 Old Mutual Cnr 8Th Avenue & Jason Moyo Avenue,Harare
Trusted Solutions Counselling Clinic,339 Harare Drive Mt Pleasant,Harare
Trustmed Pharmacy,16 Thekwane Road,Plumtree
Tsanzaguru Pharmacy,Shop 21825 Tsanzaguru,Rusape
Tsanzaguru Surgery,Stand Number 1813Tsanzaguru Township,Rusape
Tshabalala Clinic,Corner Tshabalala Drive & Entumbane Way,Bulawayo
Tshabalala Maternity Clinic - Bulawayo,63044 Tshabalala,Bulawayo
Tshabalala Pharmacy,Shop 2People'S Markettshabalala,Bulawayo
Tsholotsho Rdc-Makhaza Rhc,Tsholotsho,Bulawayo
Tsholotsho Rdc-Mlouisa Rhc,Tsholotsho,Bulawayo
Tsholotsho Rdc-Mtshayeli Rhc,Tsholotsho,Bulawayo
Tsholotsho Rdc-Sodaka Rhc,Tsholotsho,Bulawayo
Tshovani Pharmacy,Stand 3653 Njonjolinjo Roadtshovani,Chiredzi
Tsoan Investments T/A Madziwa Pharmacy,111 Madziwa B/C,Shamva
Turf Carepoint Medical Centre,Stand No. 5517Turf Business Centre,Ngezi
Turfx Occupational Health Centre,Stand Number 2752,Ngezi
Turfx Occupational Health Centre,Stand Number 2752 Turf,Mhondoro
Turfx Occupational Health Centre - Xray,Stand No. 2752Corehouse Turf Business Centre,Ngezi
Turk Mine Industrial Clinic,Turk Mine Industrial Clinicturk Mine,Bubi
Turkmine Rdc-Lukala Rhc,Box 11,Turk Mine
Turkmne Rdc-Mbembeswana Rhc,Box 11,Turk Mine
Turnall Holdings Clinic,5 Glasgow Roadsoutherton,Harare
Turnall Holdings Clinic,Stand 993 Steel Works Road,Bulawayo
Twenty Four Hour Diagnolabs,Shop 1Shamrock House 88,Bulawayo
Twin Palms Medical Centre,113 Kwame Nkrumah Avenue,Harare
Tyla C Landman Psychological Practice,4 Borrowdale Laneborrowdale,Harare
Ubc Avicenna Medical Centre,127Borrowdale Roadgunhill,Harare
Ubc Clinical Laboratories,52 Josiah Chinamano Ave,Harare
Ubc Clinical Laboratories,Lancet House Room 201 2Nd Floor9Th Ave,Bulawayo
Ubc Clinical Laboratories - Borrowdale,1 Wenham Closeborrowdale,Harare
Ubc Clinical Laboratories-Milton Prak,19Colenbrandermilton Park,Harare
Ultimate Medical Laboratories,113A J Tongogara Btwn 11Th And 12Th Avenue,Bulawayo
Ultimate Physio Care Clinic,1914Authurstone Nssa Area,Bindura
Ultimate Physiocare Clinic,36First Street,Bindura
Ultra City Pharmacy,Shop 2Stand 4412 Kushanda Crescend Budiriro 2,Harare
Ultracare Medical Centre,4047Canon Patterson Roadhighfield,Harare
Ultracare Pharmacy,56G. Silundika,Harare
Umdala Wethu Pharmacy,6774Nketa Drive Emganwini,Bulawayo
Ump Rdc-Borera Rural Centre,Maramba 2 Wardmudzinganyama Villagemuta,Murewa
Ump Rdc-Chifunde Clinic,Maroweuzumba,Murewa
Ump Rdc-Chikuhwa Rural Health Center,Mukuruanopamaenza Wardchikhwa Villagemutawatawa,Murewa
Ump Rdc-Chitembe Clinic,Musosonwa Wardmutawatawa,Murewa
Ump Rdc-Chitsungo Rural Health Center,Chigonda Wardnyanjera Village,Mutawatawa
Ump Rdc-Dewe Rural Centre,Karamba Wardmutawatawa,Murewa
Ump Rdc-Manyika Rural Centre,Manyika Warduzumba High Schooluzumba,Mutawatawa
Ump Rdc-Maramba Rural Health Clinic,Maramba Rural Health Clinic,Mutawatawa
Ump Rdc-Muskwe Rural Centre,Muskwe Clinicmutawatawa,Murewa
Ump Rdc-Nhakiwa Rural Health Center,Nhakiwa Wardump District,Murewa
Ump Rdc-Nyakasoro Rural Health Center,Chiunze 2 Wardnyakasoro Village,Mutawatawa
Ump Rdc-Nyanzou Rural Health Center,Nyanzou Primary Schoolump District,Mutawatawa
Ump Rdc-Tsokodeka Clinic,Mwando Villagemutungagore Warduzumba,Mutawatawa
Ump Rdc-Zvataida(Hombiro Rural Health Clinic),Chidodo Villageuzumba,Murewa
Umzingwane Rdc-Dula Rhc,Ward 11Umzingwani Rural District Esigodini,Harare
Umzingwane Rdc-Habane Rural Healtlth Centre,Number 1 Richardson Ave,Esigodini
Umzingwane Rdc-Nswazi Rural Health Centre,P.Bag Esi 5812Esigodini,Esigodini
Umzingwane Rdc-Ntshamathe Rhc,Umzingwane Rdcp.Bag 5812,Esigodini
Unicare Pharmacy,Shop 190 Harare St Cnr Harare St & Bank St,Harare
Unicem Industrial Clinic,Ppc Zimbabwe Limited P.O.Box 1493,Bulawayo
Unifreight Africa Industrial Clinic,3 Chatham Road Belmcnt,Bulawayo
Unifreight Industrial Clinic,Corner Orme &Willow Roads,Harare
Unihealth Maternity,4781New Cenery Parkushewokunze,Harare
Unihealth Surgery,4515 Saturday Drive,Harare
Unit H Medical Centre,Stand Number 10283Unit Hseke,Chitungwiza
Unit J Surgery,Shop 6. Stand 7199Unit J - Shops,Chitungwiza
Unit O Surgery,19727 Unit Oseke,Chitungwiza
United Bulawayo Hospital,2 St Lukes Avenueascot,Bulawayo
United Methodist Dental Clinic,"Number 9, 2Nd Street",Mutare
United Methodist Dental Clinic,14 Walterhill Avenue,Harare
United Methodist Dental Clinic,10 Nelson Mandela Avenue,Harare
United Methodist Dental Clinic-Harare,146 Chinhoyi Street,Harare
United Methodist Medical Clinic,10 Nelson Mandela Avenue,Harare
United Methodist Mtoko-Chikwizo Clinic,Nyamapanda Road 159 Nyamuyaruka,Mudzi
United Nations Clinic - Undp,Block 11Arundel Office Park Mount Pleasant,Harare
United Nations Clinic Laboratory,11 Arundel Office Parkmount Pleasant,Harare
United Refineries Industrial Clinic,Stand 13368 Khami Road Extensionkelvin North,Bulawayo
Unki Mines Ind Clinic,Makwikwi Villagechironge School,Shurugwi
Unkie Mines (Pvt) Ltd Medical Laboratory,Makwikwi Village Chironge School,Shurugwi
Untd Methodist Mutare-Anoldine Clinic,Anoldine United Methodist Centre90 Old Mutare Hospital,Mutare
Untd Methodist Mutare-Chinyadza Clinic,Chinyadza Villagemakoni District,Mutare
Uplands Medical Centre,"984 Forbes Road, Uplands",Harare
Upper East Medical Centre Laboratory,4 Seagrave Roadavondale,Harare
Uptown Family Clinic,107 Hebert Chitepo Street,Mutare
Urban Breeze Pharmacy,Stand 2293 Gwabuka,Plumtree
Urban Breeze Pharmacy,14 Thekwane Road,Plumtree
Urban Care Medical Centre,7821 Patisha Investmentssouthlea Park,Harare
Urban Oasis Pvt Ltd T/A Cityzen,2 Natal Roadbelgraviaborrowdale,Harare
Urban Vision Eye Clinic,125 Ruth Taylor Road Gunhill,Harare
Urea Breath Centre Westend Clinic,Suite 9 Westend Clinic Ext7Baines Ave,Harare
Urgent Care Clinic Pharmacy - Bindura,853 Yorke Avenue,Bindura
Urgent Care Pharmacy,11A Lincoln Avenueavondale,Harare
Uro Andro Clinic,8 Jason Moyo Avenue,Harare
Uroandro Clinics,14 Bath Road Avondale,Harare
Urocare,19 Lezard Avenue,Harare
Uromed Health Care,6769Senga Area 2,Gweru
Uromed Health Care Nursing Surgery,601 Zvishavane Road,Shurugwi
Usai Dr. S,22A Jason Moyo Street,Bulawayo
Utano Africa Pharmaceuticals-Epworth,1034/35Makomoepworth,Harare
Utano Centre,385 York Street,Chivhu
Utano Pharmacy,Stand No. 6500Southlea Park,Harare
Uyeza Futhi Clinic,60 George Silundika Cnr 5Th,Harare
Uz Clinical Research Centre,2 Allan Wilson Avenuebelgravia,Harare
Uz Clinical Research Centre-Belgravia,2618Belgravia2 Allan Wilson Avenue,Harare
Uz Diagnostic And Research Laboratory,Parirenyatwa Main Hospital Avondale,Harare
Uz International Pharmacology Speciality Laboratory,106 Baines Avenue,Harare
Uz Oral Health Centre,Parirenyatwa Hospital Groundsmazowe Street,Harare
Uz- Target Laboratories,Chemical Pathology Unitfaculty Of Medicine And Health Scienceparirenyatwa Hospital Complex,Harare
Uz-Ctrc Central Laboratory,15 Phillips Avenue,Harare
Uz-Ctrc Central Laboratory,Uz Faculty Of Health Sciences- Parirenyatwa,Harare
Uz-Ctrc Harare Family Care Clinic Laboratory,"Parirenyatwa Group Of Hospitals, Mazowe Street",Harare
Uz-Ctrc Milton Park Laboratory,31 Lawson Avenue,Harare
Uz-Ctrc Seke North Laboratory,Seke North Clinic Box Njenje Road Makoni Primary Care Unit,Chitungwiza
Uz-Ctrc Seke South Laboratory,19188 Seke South Clinic Unit L,Chitungwiza
Uz-Ctrc Spilhaus Laboratory,Harare Hospital Grounds Spilhaus Family Planning Council P.O Box St 220,Harare
Uz-Ctrc St Mary'S Laboratory,St Mary'S Clinic 278 Ingwe Road,Chitungwiza
Uz-Ctrc Tb Laboratory,Wilkins Hospital Grounds Cnr Princess Road / Drummond Chaplin,Harare
Uz-Ctrc Zengeza Laboratory,Box 30 Cheuka Street,Chitungwiza
Uzima Haven International,119 - 36Th Streetbudiriro 1,Harare
Uzuru Pharmacy,980. 126 Kwame Nkrumah Avenue,Harare
V.G Physiotherapy Clinic,"34 Baines Avenue, Suite 7 Hampton Court",Harare
Vaitive Trading (Pvt) Ltd,28B Anthony Avenuemsasa,Harare
Val Martin & Associates Physiotherapists,92 Harare Drive Greystone Park,Harare
Valident Dental Practice,72 Afourth Street,Bulawayo
Value Max Clinical Laboratory,107Herbert Chitepo Street,Mutare
Valz Pharmacy,5549 Tynwald Shops,Harare
Van Praat Medical Laboratory,"6Colling Street, First Floor Mtetwa Building",Kadoma
Van Praat Medical Laboratory,3634Lion Drive Road,Chiredzi
Varichem Pharmaceuticals,194 Glen Eagles Roadwillowvale,Harare
Varichem Pharmaceuticals (Pvt) Ltd,28 Martin Drivemsasa,Harare
Varichem Pharmaceuticals Willowvale 2,215 Willowvale Road,Harare
Vasol Pharmacy,2368 The Angwa Centrecnr Speke Avenue And Angwa Street,Harare
Vee Five Pharmacy,Shop Number 2 Kaymar House105,Bulawayo
Vee'S Health And Beauty Centre,8965 Machipisahighfield,Harare
Vengere Clinic-Rusape,Rusape Town Councilbox 17,Rusape
Venus Medical And Dental Group,4 Cuba Avenuemount Pleasant,Harare
Venus Medical Surgery And Dental Group,4 Cuba Avenuemount Pleasant,Harare
Venus Pharmacy,4 Cuba Avenuemt Pleasant,Harare
Vera G.A.N Surgery,7 Baines Avenuewestend Extension( Suite 2),Harare
"Verify Engineering,Feruka Site Industrial Clinic",Feruka 4Th Floor Beverly Courtcnr 4Th & Nelson Mandela,Mutare
Very Important Ill Person (Viip) Medical Center,434Th Streetwinston Park,Marondera
Vic Falls Rdc-Chinotimba Clinic,Chinotimba Road Opposite Sinemani Shopping Center,Victoria Falls
Vic Falls Rdc-Chisuma Rhc,Box 165,Victoria Falls
Vic Falls Rdc-Jambezi Rhc,C/O Box 39,Victoria Falls
Vic Falls Rdc-Kanyambizi Rhc,C/O Box 165,Victoria Falls
Vic Falls Rdc-Mukhosana Clinic,Chinotemba Road Opposite Sinemani Shopping Center,Victoria Falls
Victoria Falls Dental Clinic,4Laxmi Building320 Clark Road,Victoria Falls
Victoria Falls Dental Clinic,"Office 4 Laxmi Building, 320 Clark Road",Victoria Falls
Victoria Falls Hotel Clinic,1 Mallet Drive,Victoria Falls
Victoria Falls Medical Centre Laboratory,Lot 1Stand 6206Mkhosana Main Street,Victoria Falls
Victoria Falls Pharmacy,Shop 3Phumula Centre,Victoria Falls
Victory Park Clinic,19888Victory Parksolomio,Ruwa
Vidamac Pharmaceuticals,1370Ambleside Roadaspindale,Harare
Vidamac Pharmaceuticals,Shop P1-5 Southwinds Complexwaterfalls,Harare
Vikings Pharmaceuticals,"38A Prospect, Waterfalls",Harare
Village Of Hope Clinic,"10 Goodhope Road, Goodhope",Harare
Village Pharmacy,Shop 3 New Block 1 Sam Levy Village,Harare
Vimbayi Surgery,K2115 Katanga,Norton
Vine Pharmacy,4388 Chinotimba Shopping Centre,Victoria Falls
Vision Nest Eye Clinic,86 Central Avenue,Harare
Vista Pharmacy,Stand 9308Westlea,Harare
Vista Pharmacy-Samora Machel Avenue,3031Cnr S.Machel Avenue /Rudland Avenue,Harare
Visual Aquity T/A Village Optometrists,Shop 54Sam Levy 'S Villageborrowdale,Harare
Vita-Care Medical Centre,4346 20Th Roadglenview,Harare
Vitacare Medical Laboratory,Suite 5 Matherhurst Building95 Baines Avenue Cnr Second Street,Harare
Vital Dent,Ground Floorglendyne Flats 12Th Avenue,Bulawayo
Vital Dent Dental Surgery,"Ground Floor Glendyne Flats, Unit 2, 12 Avenue Btwn Josiah Tongogara & Simon Parirenyatwa Street",Bulawayo
Vital Dental Clinic,279Herbert Chitepo Avenue,Harare
Vital Edge Pharmacy,160Afcentral Stores,Mhangura
Vital Edge Pharmacy-Kadoma,59 Robert Mugabe Road,Kadoma
Vital Life Medical Centre,Stand Number 16539 Nkulumane 12,Bulawayo
Vital Pharmacy--Mabvuku,49Chiruwa Avenuenew Mabvuku,Harare
Vitaldent Dental Surgery,12Th Ave Glendyne Flats Unit 2 Ground Floor,Bulawayo
Vitality -Frix Pharmacy,Grange Roadfrix Lamour Shopping Centre,Mutare
Vitality Pharmacy,361 Tsvingwe Business Centre Penhalonga,Mutasa
Vitality Wellness Zimbabwe,106 Swan Drivealex Park,Harare
Vitality Women'S Health,18East Roadbelgravia,Harare
Vitamind Pharmacy,No. 1 Mays Building Cnr 12Th & Fife Street,Bulawayo
Vitasource Pharmacy,Shop 1Spar Helensvale Complexstand 458A,Harare
Vitralabs Laboratory,Suite 11-121St Floorgt Bain Centre,Harare
Vivat Clearview Optometry,138Robinson Street,Masvingo
Vivat Clearview Optometry-Bulawayo,Charter Medical Centre 1St Floorcnr Leopold Takawira/Fort Street,Bulawayo
Vivat Clinical Laboratory,Stand Number 822George Silundika Avenue,Harare
Vivat Health Care Clinic - Gweru,22 6Th Street,Gweru
Vivat Health Pharmacy,22 6Th Street,Gweru
Vivat Health Pharmacy,6 Edson Zvobgo Street,Masvingo
Vivat Health Pharmacy - Bulawayo,102 Fort Street Ground Floor,Bulawayo
Vivat Health Pharmacy - Chinhoyi,15658 Glasgrow Rd Industrial Site,Chinhoyi
Vivat Health Pharmacy - Harare,76 George Silundika,Harare
Vivat Healthcare Clinic,76 George Silundika Ave,Harare
Vivat Healthcare Clinic,8Elsworth Roadalexandra Park,Harare
Vivat Healthcare Clinic,"Ground Floor, Zimdef House102 Fort Street / 8Th Avenue",Bulawayo
Vivat Healthcare Clinic - Masvingo,168 Robertson Street,Masvingo
Vivat Healthcare Clinic Guruve,Stand Number 46 Chikovo Complexguruve Growth Point,Guruve
Vivat Healthcare Clinic-Optometry,76George Silundika Avenue,Harare
Vivat Pharmacy-Kwekwe,14507Section 11Mbizo,Kwekwe
Vladimar G. Physiotherapy Practice,1 Weham Dandaroborrowdale,Harare
Vlermag Pharmacy,Shop 13 Highglen Complex,Harare
Vlermag Pharmacy - Eastgate,Shop 18Eastgate Market,Harare
Vova Rural Health Centre,Nkayi Districtmatebeland North,Bulawayo
Vubachikwe Mine Clinic,13 Km Along Old Bulawayo Road,Gwanda
Vumba Clinic,The Wattle Company Vumba Estates,Vumba
Walgreen Pharmacy,Shop 3 Zamchod Building 37/39 Second Street,Mutare
Walnut Pharmacy,"Shop Number 2, 9 Bryanston House, George Silundika",Harare
Walnut Pharmacy,31 Lobengula Stsoutherton,Harare
Walvis Westlea Pharmacy,7103Westlea Shopswestlea,Harare
Walvis Westlea Surgery,7103 Westlea Shopping Centre,Harare
Wanezi Mission Hospital,P.O.Box 711,Bulawayo
Wantech Imaging (Pvt)Ltd,Stand 995Shop 7Main Street,Harare
Wap Pharmacare Mt Pleasant Pharmacy,"Shop 7, 40 Mt Pleasant Drivemt Pleasant",Harare
Warren Park D Pharmacy,5788168 Streetwarren Park D,Harare
Warren Park Medical Centre,Stand No. 5739Warren Park 1 Shopping Centre,Harare
Waterfalls Medical Centre,"1164 2Nd Avenue, Parktown",Harare
Waterfalls Musasa Medical Centre,1934Retreat Township Waterfalls,Harare
Watershed Pharmacy,246The Green,Marondera
Watershed Pharmacy,Msasa Villagestand 274Chicago Drive,Marondera
Watershed Pharmacy-Borroadale Hospital,Borroadale Hospital,Marondera
Wattle Company - Dunisane Clinic,The Wattle Companypenhalonga Estates,Mutasa
Waveland Pharmacy,20253Highglen Roadkuwadzana 1,Harare
Wavestream Ultrasound (Pvt) Ltd,Suite 302A3Rd Floor Haylet House,Bulawayo
Wayfam Pharmacy,9790 Warth Road Tshovani,Chiredzi
Wayfarm Pharmacy-Chiredzi,8651Warth Roadtshovani,Chiredzi
Wecare Pharmacy,"Shop 6 Kumene Complex , Unit H",Chitungwiza
Wedza Medical Centre,1248 Dziros Shopping Centrewedza Growth Point,Wedza
Wedza Rdc-Garaba Rural Health Center,Garaba Business Centrebox 48,Wedza
Wedza Rdc-Goto Rural Health Center,Goto Business Centrep.Bag 2119,Wedza
Wedza Rdc-Makanda/Goneso Rural Health Center,Goneso Business Centrep.Bag 2102,Wedza
Wedza Rdc-Sengezi Rural Health Center,Sengezi Bussiness Centrebox 63,Wedza
Welcome Pharmacy,Shop 2C Ground Floor Exchange Buildingstand 81,Bulawayo
Welcome Pharmacy-Bulawayo,Shop 130-11Th Avenuestand 1090,Bulawayo
Well Patient Pharmacy,67 Nyabadza Drive,Rusape
Well Womans Clinic,5 Hurworth Rdhighlands,Harare
Wellbeing Pharmacy,13624 Zengeza 2 Shopping Centrezengeza,Chitungwiza
Wellcare Pharmacy,"2744 Chiedza Crescent, Cnr Nyameni",Marondera
Wellness Clinical Laboratory,Suite 8Grayhurst Building102 N.Mandela,Harare
Wellness Immigration Health Assessment Centre,26 Van Praagh Avenuemilton Park,Harare
Wellness Medical Centre,19296 Unit Kseke,Chitungwiza
Wellness Pharmacy,216/17 Leopold Takawira Street,Masvingo
Wellness Rediscovery Pharmacy,10 Silwood Close,Harare
Wellspring Clinic,"Stand Number 11300, Tichagarika Shopping Centre",Harare
Welming Wellness Clinic,23858 Unit L Extension Seke,Chitungwiza
Wesley Taylor Optometrist,81B Fife Streetjoylene Building,Bulawayo
West End Clinic - Wound Care Unit,7 Baines Avenue,Harare
West Road Family Clinic,3629 West Road,Chiredzi
West Wing Dental Surgery,8 Jason Moyo Avekaguvi Street,Harare
West Wing Health Centre,8 Jason Moyo,Harare
West Wing Health Centre,9 Samora Machel Avenue,Harare
West Wing Laboratories,8 Jason Moyo Avenue Corner Jason Moyo / Kaguvi Street,Harare
West Wing Radiology,8 Jason Moyo Avenuecorner Kaguvi Street,Harare
Westbay Dental Clinic,469 Ngundu Business Centre,Ngundu
Westbay Dental Clinic,9 Bauhinia Road,Masvingo
Westbay Dental Lab,469Ngundu Shopping Centre,Ngundu
Westend Clinic - Baines,13 Baines Avenue,Harare
Westend Clinic Family Practitioners,Westend Clinic13 Baines Avenue,Harare
Westend Medical Rooms,"Suite 1, 7 Baines Avenue Westend Clinic Extension",Harare
Westend Medical Rooms,7 Baines Avenue,Harare
Westend Pharmacy,13 Baines Ave,Harare
Westend Radiology,3 Baines Avenue,Harare
Westend Rehabilitation,7 Baines Avenue,Harare
Western Physiotherapy,9 Samora Machel And Harare Street,Harare
Westgate 24Hr Medical Centre,No. 22 Northweald Roadbluffhill,Harare
Westgate Medclinic,"Shop Fc2, Westgate Shopping Complex",Harare
Westgate Medical Laboratory,22North Weald Roadbluffhill,Harare
Westgate Pharmacy,Number 22Northweald Roadbluffhill,Harare
Westlea Dental Surgery,Stand Number 7090Westlea Shopping Centre,Harare
Westlea Medical And Dental Surgery,7090 Westlea Shopswestlea,Harare
Westside Healthcare Centre,7519 Mkoba 8,Gweru
Westview Chikanga Medical Centre,4474 Chikanga 2,Mutare
Westview Clinic,"Stand 1820, 231St Kuwadzana 2 Business Centre",Harare
Westview Clinic,"Stand Number 8465, Machipisa Shops",Harare
Westview Dental Clinic,"9046 Amaveni Road, Globe And Phoenix",Kwekwe
Westview Dental Surgery,Stand No. 1820- 231Kuwadzana 2,Harare
Westview Healthcare,9046Globe & Phoenix,Kwekwe
Westview Medical Centre- Ruwa,6841 Zimre Park,Ruwa
Westview Medical Clinic - Kwekwe,4487 Westview Street,Kwekwe
Westview Pharmacy Machipisa,8465 Machipisa,Harare
Westview Surgery,26 Worcester Roadeastlea,Harare
Westview Surgery-Marisa,3482Katanga,Norton
Westwing Health Centre,22 Park Street Cnr Kwame Nkrumah,Harare
Westwing Health Centre- Hatcliff,15227 Hatcliffe,Harare
Westwood Pharmacy,Stand 254 Westwood Drive Westwood,Harare
Wheelerdale Clinic,Wheelredaledangarendoveward 21,Seke
Whitchem Pharmacy,3 South Avenuescustom House,Harare
Whitchem Pharmacy,62 Livingstone Avenues,Harare
Whitchem Pharmacy-Bulawayo,274Fife Steettshaka Centre,Bulawayo
White Angels Clinic,1647Mainway Meadows Waterfalls,Harare
White Angels Pharmacy,1647 Mainway Meadowswaterfalls,Harare
Whitecliff Polyclinic And Maternity,House Number 199Whitecliff,Zvimba
Whitecross Pharmacy,1 Borrowdale Lane,Harare
Whitefur Pharmacy,Zimbiru Business Centredomboshava,Domboshava
Whitehouse 24 Hour Medical Clinic,"11 Oatlands Road, Snake Park",Harare
Whitehouse Dental Clinic,Shop No. 13 Pfugari Pink Buildingssnake Park,Zvimba
